day,window,available_rtt_teams,definition,active_machines,rtt_utilization,available_rtt_teams_before_disruption,rtt_shortage_level
24,2,10,one_treatment_delivery_team_per_active_machine_window,8.0,0.8,10,0.5
24,3,10,one_treatment_delivery_team_per_active_machine_window,8.0,0.8,10,0.5
24,4,10,one_treatment_delivery_team_per_active_machine_window,9.0,0.9,10,0.5
25,1,10,one_treatment_delivery_team_per_active_machine_window,8.0,0.8,10,0.5
25,2,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
25,3,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
25,4,10,one_treatment_delivery_team_per_active_machine_window,10.0,1.0,10,0.5
26,1,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
26,2,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
26,3,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
26,4,10,one_treatment_delivery_team_per_active_machine_window,10.0,1.0,10,0.5
27,1,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
27,2,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
27,3,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
27,4,10,one_treatment_delivery_team_per_active_machine_window,10.0,1.0,10,0.5
28,1,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
28,2,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
28,3,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
28,4,10,one_treatment_delivery_team_per_active_machine_window,10.0,1.0,10,0.5
29,1,10,one_treatment_delivery_team_per_active_machine_window,3.0,0.3,10,0.5
29,2,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
29,3,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
29,4,10,one_treatment_delivery_team_per_active_machine_window,8.0,0.8,10,0.5
30,1,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
30,2,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
30,3,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
30,4,10,one_treatment_delivery_team_per_active_machine_window,8.0,0.8,10,0.5
31,1,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
31,2,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
31,3,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
31,4,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
32,1,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
32,2,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
32,3,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
32,4,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
33,1,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
33,2,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
33,3,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
33,4,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
34,1,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
34,2,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
34,3,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
34,4,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
35,1,10,one_treatment_delivery_team_per_active_machine_window,3.0,0.3,10,0.5
35,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
35,3,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
35,4,10,one_treatment_delivery_team_per_active_machine_window,7.0,0.7,10,0.5
36,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
36,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
36,3,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
36,4,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
37,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
37,2,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
37,3,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
37,4,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
38,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
38,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
38,3,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
38,4,10,one_treatment_delivery_team_per_active_machine_window,6.0,0.6,10,0.5
39,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
39,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
39,3,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
39,4,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
40,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
40,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
40,3,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
40,4,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
41,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
41,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
41,3,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
41,4,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
42,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
42,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
42,3,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
42,4,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
43,1,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
43,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
43,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
43,4,10,one_treatment_delivery_team_per_active_machine_window,5.0,0.5,10,0.5
44,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
44,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
44,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
44,4,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
45,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
45,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
45,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
45,4,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
46,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
46,2,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
46,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
46,4,10,one_treatment_delivery_team_per_active_machine_window,4.0,0.4,10,0.5
47,1,10,one_treatment_delivery_team_per_active_machine_window,1.0,0.1,10,0.5
47,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
47,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
47,4,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
48,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
48,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
48,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
48,4,10,one_treatment_delivery_team_per_active_machine_window,3.0,0.3,10,0.5
49,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
49,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
49,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
49,4,10,one_treatment_delivery_team_per_active_machine_window,2.0,0.2,10,0.5
50,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
50,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
50,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
50,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
51,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
51,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
51,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
51,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
52,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
52,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
52,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
52,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
53,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
53,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
53,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
53,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
54,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
54,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
54,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
54,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
55,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
55,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
55,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
55,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
56,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
56,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
56,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
56,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
57,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
57,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
57,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
57,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
58,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
58,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
58,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
58,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
59,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
59,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
59,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
59,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
60,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
60,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
60,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
60,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
61,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
61,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
61,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
61,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
62,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
62,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
62,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
62,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
63,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
63,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
63,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
63,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
64,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
64,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
64,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
64,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
65,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
65,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
65,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
65,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
66,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
66,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
66,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
66,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
67,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
67,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
67,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
67,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
68,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
68,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
68,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
68,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
69,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
69,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
69,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
69,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
70,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
70,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
70,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
70,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
71,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
71,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
71,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
71,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
72,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
72,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
72,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
72,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
73,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
73,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
73,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
73,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
74,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
74,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
74,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
74,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
75,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
75,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
75,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
75,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
76,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
76,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
76,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
76,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
77,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
77,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
77,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
77,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
78,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
78,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
78,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
78,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
79,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
79,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
79,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
79,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
80,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
80,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
80,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
80,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
81,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
81,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
81,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
81,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
82,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
82,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
82,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
82,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
83,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
83,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
83,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
83,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
84,1,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
84,2,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
84,3,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
84,4,10,one_treatment_delivery_team_per_active_machine_window,0.0,0.0,10,0.5
